JobTitle,Location,Industry,Employment Type,seniorityLevel,JobFunction,CompanyName,JobPostedon
Principal Control and Instrumentation Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Senior Fire and Gas Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,24-08-17
Amec Foster Wheeler Jobs : Office Manager,Accra; GH,Construction. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Associate,Administrative,Amec Foster Wheeler,8/1/17
Senior Project Engineer Electrical,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Invoice Matching Administrator,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Information Technology,Amec Foster Wheeler,23-08-17
Project Accountant,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,8/10/17
Assistant Electrical Engineer,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Vice President Operations South America Mining & Metals,Santiago; CL,Construction. Civil Engineering. Oil & Energy,Full-time,Executive,Business Development. Sales,Amec Foster Wheeler,8/8/17
Amec Foster Wheeler Job Vacancy : Senior Project Planner,Accra; GH,Construction. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,8/1/17
Senior Project Engineer EPC Interfaces Multidiscipline,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Senior Project Engineer DCU,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Assistant Accountant,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,24-08-17
Laboratory Technician,Harwell; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Amec Foster Wheeler,14-07-17
Flood Risk / Surface Water EIA Lead,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Finance. Sales,Amec Foster Wheeler,25-07-17
Instrument Maintenance Engineer,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,13-06-17
Senior Project Engineer DHT / HCU,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Senior Project Engineer Tankage,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Senior Project Manager P3 Infrastructure,Mississauga; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Project Management. Information Technology,Amec Foster Wheeler,15-07-17
Engineering Intern,Phoenix; AZ; US,Construction. Civil Engineering. Oil & Energy,Temporary,Internship,Education. Training,Amec Foster Wheeler,22-07-17
Junior to Intermediate Materials Technician or Technologist,Red Deer; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,30-07-17
Offshore E&I Work Coordinator,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,8/10/17
Manager Process Engineering,Las Condes; CL,Construction. Civil Engineering. Oil & Energy,Full-time,Mid-Senior level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Civil Design Engineering Apprentice,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Internship,Engineering. Information Technology,Amec Foster Wheeler,15-08-17
Payroll Administrator,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Human Resources,Amec Foster Wheeler,22-08-17
Subcontract Administration Coordinator,Istanbul; TR,Construction. Civil Engineering. Oil & Energy,Contract,Entry level,Information Technology,Amec Foster Wheeler,6/2/17
Cost Engineer,Carrollton; GA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,30-08-17
Wastewater Network Modelling Assistant Consultant,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,8/4/17
Site Craft Recruiter,St. Lawrence County; NY; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Human Resources,Amec Foster Wheeler,14-07-17
Process Assistant,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,14-07-17
Junior Civil / Municipal CAD Technician,Burlington; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,31-08-17
Technical Assistant,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Amec Foster Wheeler,14-08-17
Ingnieur civil niveau intermdiaire,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Assistant Consultant / Consultant Ecologist,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,14-07-17
Civil Draftsperson / CAD Technician,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,28-08-17
Environmental Policy Assistant Consultant,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,14-06-17
Payroll Reconciliation Accountant Contractor,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,8/9/17
Assistant Project Accountant,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,14-06-17
Survey CAD Technician,Charlotte; NC; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,8/2/17
Assistant Quantity Surveyor,London; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,14-07-17
HR Focal Point,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Human Resources,Amec Foster Wheeler,29-08-17
Senior Project Manager Water / Wastewater Engineer,Houston; TX; US,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Project Management. Information Technology,Amec Foster Wheeler,14-07-17
Junior Project Manager PMR Barnwood,Barnwood; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Project Management. Information Technology,Amec Foster Wheeler,14-07-17
Contaminated Land / Geoenvironmental Assistant Consultant,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,8/3/17
Chemical/Geochemical Modeller,Harwell; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,14-07-17
Accounts Payable Administrator,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,27-06-17
Resourcer / Contractor Assurance Advisor,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Human Resources,Amec Foster Wheeler,23-06-17
Support Intern,Phoenix; AZ; US,Construction. Civil Engineering. Oil & Energy,Other,Internship,Information Technology,Amec Foster Wheeler,6/7/17
HR Coordinator,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Human Resources,Amec Foster Wheeler,28-08-17
Ingnieur gnie civil secteur nuclaire,CharentonlePont; FR,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,21-08-17
CAD Technician,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,8/2/17
Treatment Plant Operator,Little Moccasin Lake; CA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,14-07-17
Ingnieur gestionnaire de contrats mcanique,CharentonlePont; FR,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-06-17
Instrument Technician,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,31-08-17
Production Operations Technician,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,31-08-17
Principal Mechanical Engineer Rotating Specialist,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,24-08-17
Principal Electrical Plant Engineer Substation design,London; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,8/8/17
Charg de projet ingnierie des matriaux,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,24-07-17
Assistant Consultant / Consultant Landscape Architect,Shrewsbury; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,14-07-17
Administrator Contractor,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Amec Foster Wheeler,6/6/17
Construction Scheduler,Chantilly; VA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,14-06-17
Maintenance Technician Electrical,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,30-08-17
Senior Consultant Mechanical Engineer,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Consulting. Information Technology. Sales,Amec Foster Wheeler,8/2/17
Principal Metering Engineer,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Part-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,24-08-17
Lead Planner,AixenProvence; FR,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Project Management. Information Technology,Amec Foster Wheeler,22-08-17
Ingnieur spcialiste lectricit,CharentonlePont; FR,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,8/2/17
Office Technician,Novi; MI; US,Construction. Civil Engineering. Oil & Energy,Contract,Entry level,Information Technology,Amec Foster Wheeler,14-07-17
Chiller / HVAC Service Technician,St. Louis; MO; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,15-07-17
Instrument Pipefitter,Hull; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,31-08-17
Project Administrative Assistant,Rosemount; MN; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,30-08-17
Senior Process Engineer,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,31-07-17
Senior Civil / Structural Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Contract,Associate,Engineering. Information Technology,Amec Foster Wheeler,28-07-17
Project Controls Manager,Dededo Village; GU,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,28-07-17
Plant & Equipment Administrator,Darlington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,23-08-17
Assistant Consultant Hydrogeologist,Shrewsbury; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,15-07-17
Turbine Technician,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,30-08-17
Control and Instrumentation Technician,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,30-08-17
Construction Manager Jetty / Pipelines / Tanks,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Mid-Senior level,Management. Manufacturing,Amec Foster Wheeler,30-08-17
Principal Process Engineer: Waste Treatment Expert,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,8/2/17
Power & Controls Lead Engineer,Box Elder County; UT; US,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Senior Project Manager Water Infrastructure,Burlington; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Project Management. Information Technology,Amec Foster Wheeler,8/10/17
Groundwater Modeller,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,14-07-17
Financial Accountant,Knutsford; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,30-08-17
Geologist,Blue Bell; PA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Amec Foster Wheeler,30-08-17
Senior Control and Instrumentation Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,16-07-17
